  Time                 , (MAX(V(Z2:G,Le2:1))+20)@1, (MAX(V(Z2:G,Le2:1))+20)@2, (MAX(V(Z2:G,Le2:1))+20)@3, (MAX(V(Z2:G,Le2:1))+20)@4, (MAX(V(Z2:G,Le2:1))+20)@5, (MAX(V(Z2:G,Le2:1))+20)@6, (MAX(V(Z2:G,Le2:1))+20)@7, (MAX(V(Z2:G,Le2:1))+20)@8, (MAX(V(Z2:G,Le2:1))+20)@9, (MAX(V(Z2:G,Le2:1))+20)@10, (MAX(V(Z2:G,Le2:1))+20)@11, (MAX(V(Z2:G,Le2:1))+20)@12, (MAX(V(Z2:G,Le2:1))+20)@13, (MAX(V(Z2:G,Le2:1))+20)@14, (MAX(V(Z2:G,Le2:1))+20)@15, (MAX(V(Z2:G,Le2:1))+20)@16, (MAX(V(Z2:G,Le2:1))+20)@17, (MAX(V(Z2:G,Le2:1))+20)@18, (MAX(V(Z2:G,Le2:1))+20)@19, (MAX(V(Z2:G,Le2:1))+20)@20, (MAX(V(Z2:G,Le2:1))+20)@21, (MAX(V(Z2:G,Le2:1))+20)@22, (MAX(V(Z2:G,Le2:1))+20)@23, (MAX(V(Z2:G,Le2:1))+20)@24, (MAX(V(Z2:G,Le2:1))+20)@25, (MAX(V(Z2:G,Le2:1))+20)@26, (MAX(V(Z2:G,Le2:1))+20)@27, (MAX(V(Z2:G,Le2:1))+20)@28, (MAX(V(Z2:G,Le2:1))+20)@29, (MAX(V(Z2:G,Le2:1))+20)@30, (MAX(V(Z2:G,Le2:1))+20)@31
  1.561805039292e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.571805581098e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.581806122904e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.591806664710e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.601807206517e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.611807748323e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.621808290129e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.631808831935e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.641809373741e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.651809915548e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.661810457354e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.671810999160e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.681811540966e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.691812082773e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.701812624579e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.711813166385e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.721813708191e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.731814249997e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.741814791804e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.751815333610e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.761815875416e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.771816417222e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.781816959029e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.791817500835e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.801818042641e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.811818584447e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.821819126253e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.831819668060e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.841820209866e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.851820751672e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.861821293478e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.871821835285e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
  1.881822377091e-07  ,2.417080225633e+00  ,2.404331656933e+00  ,2.391194265619e+00  ,2.377421244964e+00  ,2.363213390066e+00  ,2.348600988983e+00  ,2.333134044181e+00  ,2.317135987657e+00  ,2.300159012714e+00  ,2.282704683101e+00  ,2.264137744592e+00  ,2.244748413559e+00  ,2.224263394059e+00  ,2.202701048329e+00  ,2.179675185520e+00  ,2.155242443774e+00  ,2.129127937783e+00  ,2.101331350412e+00  ,2.071193961449e+00  ,2.038567371025e+00  ,2.003543115966e+00  ,1.964969477321e+00  ,1.932366005195e+00  ,1.900647470484e+00  ,1.865851414818e+00  ,1.827288156045e+00  ,1.785333370178e+00  ,1.737578876980e+00  ,1.684229667334e+00  ,1.622395655598e+00  ,1.550191075346e+00  
